Id,Time,Value
2022484408,4/26/2016 6:34:15 PM,77
2022484408,4/26/2016 6:34:20 PM,79
2022484408,4/26/2016 6:34:25 PM,80
2022484408,4/26/2016 6:34:35 PM,79
2022484408,4/26/2016 6:34:40 PM,80
2022484408,4/26/2016 6:34:55 PM,81
2022484408,4/26/2016 6:35:00 PM,81
2022484408,4/26/2016 6:35:10 PM,79
2022484408,4/26/2016 6:35:20 PM,78
2022484408,4/26/2016 6:35:35 PM,77
2022484408,4/26/2016 6:35:40 PM,76
2022484408,4/26/2016 6:35:45 PM,76
2022484408,4/26/2016 6:35:50 PM,77
2022484408,4/26/2016 6:36:00 PM,80
2022484408,4/26/2016 6:36:10 PM,79
2022484408,4/26/2016 6:36:15 PM,77
2022484408,4/26/2016 6:36:20 PM,78
2022484408,4/26/2016 6:36:30 PM,79
2022484408,4/26/2016 6:36:40 PM,78
2022484408,4/26/2016 6:36:45 PM,77
2022484408,4/26/2016 6:36:50 PM,79
2022484408,4/26/2016 6:36:55 PM,78
2022484408,4/26/2016 6:37:10 PM,78
2022484408,4/26/2016 6:37:25 PM,78
2022484408,4/26/2016 6:37:40 PM,78
2022484408,4/26/2016 6:37:55 PM,78
2022484408,4/26/2016 6:38:00 PM,76
2022484408,4/26/2016 6:38:10 PM,77
2022484408,4/26/2016 6:38:25 PM,77
2022484408,4/26/2016 6:38:30 PM,75
2022484408,4/26/2016 6:38:40 PM,72
2022484408,4/26/2016 6:38:50 PM,74
2022484408,4/26/2016 6:39:00 PM,72
2022484408,4/26/2016 6:39:10 PM,73
2022484408,4/26/2016 6:39:20 PM,74
2022484408,4/26/2016 6:39:30 PM,76
2022484408,4/26/2016 6:39:40 PM,77
2022484408,4/26/2016 6:39:50 PM,75
2022484408,4/26/2016 6:40:00 PM,75
2022484408,4/26/2016 6:40:05 PM,76
2022484408,4/26/2016 6:40:10 PM,75
2022484408,4/26/2016 6:40:20 PM,76
2022484408,4/26/2016 6:40:30 PM,77
2022484408,4/26/2016 6:40:40 PM,76
2022484408,4/26/2016 6:40:55 PM,76
2022484408,4/26/2016 6:41:00 PM,78
2022484408,4/26/2016 6:41:10 PM,76
2022484408,4/26/2016 6:41:20 PM,75
2022484408,4/26/2016 6:41:30 PM,75
2022484408,4/26/2016 6:41:40 PM,76
2022484408,4/26/2016 6:41:55 PM,76
2022484408,4/26/2016 6:42:00 PM,75
2022484408,4/26/2016 6:42:15 PM,75
2022484408,4/26/2016 6:42:20 PM,74
2022484408,4/26/2016 6:42:30 PM,76
2022484408,4/26/2016 6:42:40 PM,77
2022484408,4/26/2016 6:42:55 PM,77
2022484408,4/26/2016 6:43:00 PM,85
2022484408,4/26/2016 6:43:15 PM,85
2022484408,4/26/2016 6:43:30 PM,85
2022484408,4/26/2016 6:43:45 PM,85
2022484408,4/26/2016 6:43:50 PM,84
2022484408,4/26/2016 6:43:55 PM,84
2022484408,4/26/2016 6:44:05 PM,84
2022484408,4/26/2016 6:44:10 PM,84
2022484408,4/26/2016 6:44:15 PM,83
2022484408,4/26/2016 6:44:30 PM,83
2022484408,4/26/2016 6:44:45 PM,83
2022484408,4/26/2016 6:44:55 PM,83
2022484408,4/26/2016 6:45:00 PM,81
2022484408,4/26/2016 6:45:05 PM,82
2022484408,4/26/2016 6:45:20 PM,82
2022484408,4/26/2016 6:45:35 PM,81
2022484408,4/26/2016 6:45:50 PM,81
2022484408,4/26/2016 6:46:00 PM,81
2022484408,4/26/2016 6:46:05 PM,81
2022484408,4/26/2016 6:46:20 PM,81
2022484408,4/26/2016 6:46:35 PM,81
2022484408,4/26/2016 6:46:40 PM,82
2022484408,4/26/2016 6:46:45 PM,84
2022484408,4/26/2016 6:47:00 PM,83
2022484408,4/26/2016 6:47:05 PM,82
2022484408,4/26/2016 6:47:10 PM,84
2022484408,4/26/2016 6:47:25 PM,84
2022484408,4/26/2016 6:47:40 PM,84
2022484408,4/26/2016 6:47:55 PM,84
2022484408,4/26/2016 6:48:05 PM,83
2022484408,4/26/2016 6:48:10 PM,84
2022484408,4/26/2016 6:48:15 PM,89
2022484408,4/26/2016 6:48:20 PM,90
2022484408,4/26/2016 6:48:35 PM,89
2022484408,4/26/2016 6:48:40 PM,89
2022484408,4/26/2016 6:48:45 PM,88
2022484408,4/26/2016 6:48:50 PM,89
2022484408,4/26/2016 6:49:00 PM,87
2022484408,4/26/2016 6:49:05 PM,86
2022484408,4/26/2016 6:49:10 PM,87
2022484408,4/26/2016 6:49:15 PM,89
2022484408,4/26/2016 6:49:20 PM,92
2022484408,4/26/2016 6:49:25 PM,90
2022484408,4/26/2016 6:49:30 PM,83
2022484408,4/26/2016 6:49:35 PM,82
2022484408,4/26/2016 6:49:40 PM,80
2022484408,4/26/2016 6:49:45 PM,79
2022484408,4/26/2016 6:49:50 PM,76
2022484408,4/26/2016 6:50:05 PM,76
2022484408,4/26/2016 6:50:15 PM,74
2022484408,4/26/2016 6:50:30 PM,76
2022484408,4/26/2016 6:50:40 PM,76
2022484408,4/26/2016 6:50:50 PM,83
2022484408,4/26/2016 6:50:55 PM,80
2022484408,4/26/2016 6:51:00 PM,77
2022484408,4/26/2016 6:51:10 PM,77
2022484408,4/26/2016 6:51:20 PM,75
2022484408,4/26/2016 6:51:35 PM,75
2022484408,4/26/2016 6:51:40 PM,74
2022484408,4/26/2016 6:51:45 PM,73
2022484408,4/26/2016 6:51:50 PM,72
2022484408,4/26/2016 6:51:55 PM,72
2022484408,4/26/2016 6:52:00 PM,72
2022484408,4/26/2016 6:52:10 PM,73
2022484408,4/26/2016 6:52:25 PM,73
2022484408,4/26/2016 6:52:40 PM,73
2022484408,4/26/2016 6:52:50 PM,70
2022484408,4/26/2016 6:53:00 PM,71
2022484408,4/26/2016 6:53:05 PM,72
2022484408,4/26/2016 6:53:10 PM,73
2022484408,4/26/2016 6:53:20 PM,73
2022484408,4/26/2016 6:53:30 PM,73
2022484408,4/26/2016 6:53:45 PM,73
2022484408,4/26/2016 6:53:55 PM,74
2022484408,4/26/2016 6:54:10 PM,73
2022484408,4/26/2016 6:54:20 PM,69
2022484408,4/26/2016 6:54:25 PM,70
2022484408,4/26/2016 6:54:30 PM,71
2022484408,4/26/2016 6:54:40 PM,72
2022484408,4/26/2016 6:54:45 PM,73
2022484408,4/26/2016 6:55:00 PM,75
2022484408,4/26/2016 6:55:15 PM,75
2022484408,4/26/2016 6:55:30 PM,75
2022484408,4/26/2016 6:55:45 PM,75
2022484408,4/26/2016 6:55:50 PM,75
2022484408,4/26/2016 6:55:55 PM,74
2022484408,4/26/2016 6:56:05 PM,78
2022484408,4/26/2016 6:56:20 PM,78
2022484408,4/26/2016 6:56:25 PM,78
2022484408,4/26/2016 6:56:40 PM,78
2022484408,4/26/2016 6:56:45 PM,77
2022484408,4/26/2016 6:56:50 PM,76
2022484408,4/26/2016 6:57:00 PM,77
2022484408,4/26/2016 6:57:10 PM,80
2022484408,4/26/2016 6:57:25 PM,80
2022484408,4/26/2016 6:57:40 PM,80
2022484408,4/26/2016 6:57:55 PM,80
2022484408,4/26/2016 6:58:00 PM,79
2022484408,4/26/2016 6:58:10 PM,77
2022484408,4/26/2016 6:58:15 PM,75
2022484408,4/26/2016 6:58:20 PM,75
2022484408,4/26/2016 6:58:35 PM,75
2022484408,4/26/2016 6:58:50 PM,75
2022484408,4/26/2016 6:59:05 PM,75
2022484408,4/26/2016 6:59:20 PM,75
2022484408,4/26/2016 6:59:25 PM,76
2022484408,4/26/2016 6:59:30 PM,79
2022484408,4/26/2016 6:59:40 PM,81
2022484408,4/26/2016 6:59:41 PM,81
2022484408,4/26/2016 6:59:42 PM,82
2022484408,4/26/2016 6:59:44 PM,83
2022484408,4/26/2016 6:59:45 PM,82
2022484408,4/26/2016 6:59:48 PM,81
2022484408,4/26/2016 6:59:51 PM,81
2022484408,4/26/2016 6:59:54 PM,81
2022484408,4/26/2016 6:59:56 PM,80
2022484408,4/26/2016 6:59:59 PM,79
2022484408,4/26/2016 7:00:02 PM,78
2022484408,4/26/2016 7:00:05 PM,78
2022484408,4/26/2016 7:00:08 PM,78
2022484408,4/26/2016 7:00:09 PM,79
2022484408,4/26/2016 7:00:12 PM,79
2022484408,4/26/2016 7:00:14 PM,80
2022484408,4/26/2016 7:00:15 PM,79
2022484408,4/26/2016 7:00:18 PM,79
2022484408,4/26/2016 7:00:21 PM,79
2022484408,4/26/2016 7:00:24 PM,79
2022484408,4/26/2016 7:00:27 PM,79
2022484408,4/26/2016 7:00:30 PM,79
2022484408,4/26/2016 7:00:33 PM,79
2022484408,4/26/2016 7:00:36 PM,79
2022484408,4/26/2016 7:00:39 PM,78
2022484408,4/26/2016 7:00:41 PM,77
2022484408,4/26/2016 7:00:43 PM,76
2022484408,4/26/2016 7:00:44 PM,75
2022484408,4/26/2016 7:00:45 PM,74
2022484408,4/26/2016 7:00:47 PM,73
2022484408,4/26/2016 7:00:49 PM,74
2022484408,4/26/2016 7:00:52 PM,74
2022484408,4/26/2016 7:00:55 PM,74
2022484408,4/26/2016 7:00:57 PM,73
2022484408,4/26/2016 7:00:59 PM,73
2022484408,4/26/2016 7:01:02 PM,73
2022484408,4/26/2016 7:01:05 PM,73
2022484408,4/26/2016 7:01:08 PM,73
2022484408,4/26/2016 7:01:11 PM,74
2022484408,4/26/2016 7:01:12 PM,75
2022484408,4/26/2016 7:01:15 PM,75
2022484408,4/26/2016 7:01:17 PM,77
2022484408,4/26/2016 7:01:20 PM,77
2022484408,4/26/2016 7:01:23 PM,76
2022484408,4/26/2016 7:01:24 PM,75
2022484408,4/26/2016 7:01:26 PM,74
2022484408,4/26/2016 7:01:28 PM,75
2022484408,4/26/2016 7:01:31 PM,75
2022484408,4/26/2016 7:01:34 PM,76
2022484408,4/26/2016 7:01:37 PM,76
2022484408,4/26/2016 7:01:38 PM,78
2022484408,4/26/2016 7:01:41 PM,78
2022484408,4/26/2016 7:01:44 PM,77
2022484408,4/26/2016 7:01:47 PM,76
2022484408,4/26/2016 7:01:49 PM,75
2022484408,4/26/2016 7:01:50 PM,75
2022484408,4/26/2016 7:01:52 PM,76
2022484408,4/26/2016 7:01:55 PM,75
2022484408,4/26/2016 7:01:56 PM,74
2022484408,4/26/2016 7:01:58 PM,73
2022484408,4/26/2016 7:02:00 PM,74
2022484408,4/26/2016 7:02:03 PM,74
2022484408,4/26/2016 7:02:06 PM,74
2022484408,4/26/2016 7:02:07 PM,75
2022484408,4/26/2016 7:02:08 PM,77
2022484408,4/26/2016 7:02:09 PM,78
2022484408,4/26/2016 7:02:10 PM,79
2022484408,4/26/2016 7:02:13 PM,79
2022484408,4/26/2016 7:02:16 PM,79
2022484408,4/26/2016 7:02:19 PM,79
2022484408,4/26/2016 7:02:20 PM,78
2022484408,4/26/2016 7:02:22 PM,77
2022484408,4/26/2016 7:02:25 PM,77
2022484408,4/26/2016 7:02:28 PM,78
2022484408,4/26/2016 7:02:29 PM,77
2022484408,4/26/2016 7:02:31 PM,77
2022484408,4/26/2016 7:02:34 PM,77
2022484408,4/26/2016 7:02:35 PM,76
2022484408,4/26/2016 7:02:38 PM,76
2022484408,4/26/2016 7:02:41 PM,76
2022484408,4/26/2016 7:02:44 PM,76
2022484408,4/26/2016 7:02:45 PM,75
2022484408,4/26/2016 7:02:46 PM,75
2022484408,4/26/2016 7:02:48 PM,74
2022484408,4/26/2016 7:02:50 PM,73
2022484408,4/26/2016 7:02:53 PM,73
2022484408,4/26/2016 7:02:56 PM,72
2022484408,4/26/2016 7:02:57 PM,71
2022484408,4/26/2016 7:02:58 PM,71
2022484408,4/26/2016 7:03:01 PM,71
2022484408,4/26/2016 7:03:03 PM,70
2022484408,4/26/2016 7:03:06 PM,70
2022484408,4/26/2016 7:03:09 PM,70
2022484408,4/26/2016 7:03:10 PM,74
2022484408,4/26/2016 7:03:13 PM,74
2022484408,4/26/2016 7:03:16 PM,74
2022484408,4/26/2016 7:03:19 PM,74
2022484408,4/26/2016 7:03:20 PM,75
2022484408,4/26/2016 7:03:23 PM,75
2022484408,4/26/2016 7:03:26 PM,75
2022484408,4/26/2016 7:03:29 PM,75
2022484408,4/26/2016 7:03:32 PM,75
2022484408,4/26/2016 7:03:35 PM,75
2022484408,4/26/2016 7:03:38 PM,75
2022484408,4/26/2016 7:03:40 PM,77
2022484408,4/26/2016 7:03:43 PM,77
2022484408,4/26/2016 7:03:46 PM,77
2022484408,4/26/2016 7:03:49 PM,77
2022484408,4/26/2016 7:03:50 PM,76
2022484408,4/26/2016 7:04:00 PM,77
2022484408,4/26/2016 7:04:03 PM,77
2022484408,4/26/2016 7:04:06 PM,77
2022484408,4/26/2016 7:04:09 PM,77
2022484408,4/26/2016 7:04:10 PM,79
2022484408,4/26/2016 7:04:13 PM,79
2022484408,4/26/2016 7:04:16 PM,79
2022484408,4/26/2016 7:04:19 PM,79
2022484408,4/26/2016 7:04:20 PM,77
2022484408,4/26/2016 7:04:23 PM,77
2022484408,4/26/2016 7:04:26 PM,77
2022484408,4/26/2016 7:04:29 PM,77
2022484408,4/26/2016 7:04:30 PM,75
2022484408,4/26/2016 7:04:33 PM,75
2022484408,4/26/2016 7:04:36 PM,75
2022484408,4/26/2016 7:04:39 PM,76
2022484408,4/26/2016 7:04:42 PM,76
2022484408,4/26/2016 7:04:44 PM,76
2022484408,4/26/2016 7:04:45 PM,75
2022484408,4/26/2016 7:04:48 PM,75
2022484408,4/26/2016 7:04:49 PM,72
2022484408,4/26/2016 7:04:52 PM,72
2022484408,4/26/2016 7:04:53 PM,73
2022484408,4/26/2016 7:04:56 PM,73
2022484408,4/26/2016 7:04:59 PM,73
2022484408,4/26/2016 7:05:00 PM,74
2022484408,4/26/2016 7:05:03 PM,74
2022484408,4/26/2016 7:05:10 PM,75
2022484408,4/26/2016 7:05:13 PM,75
2022484408,4/26/2016 7:05:16 PM,75
2022484408,4/26/2016 7:05:19 PM,75
2022484408,4/26/2016 7:05:22 PM,75
2022484408,4/26/2016 7:05:25 PM,75
2022484408,4/26/2016 7:05:28 PM,75
2022484408,4/26/2016 7:05:31 PM,75
2022484408,4/26/2016 7:05:33 PM,74
2022484408,4/26/2016 7:05:36 PM,74
2022484408,4/26/2016 7:05:39 PM,74
2022484408,4/26/2016 7:05:40 PM,74
2022484408,4/26/2016 7:05:43 PM,74
2022484408,4/26/2016 7:05:46 PM,74
2022484408,4/26/2016 7:05:48 PM,76
2022484408,4/26/2016 7:05:49 PM,76
2022484408,4/26/2016 7:05:52 PM,76
2022484408,4/26/2016 7:05:55 PM,76
2022484408,4/26/2016 7:05:58 PM,76
2022484408,4/26/2016 7:06:00 PM,75
2022484408,4/26/2016 7:06:03 PM,75
2022484408,4/26/2016 7:06:04 PM,74
2022484408,4/26/2016 7:06:07 PM,74
2022484408,4/26/2016 7:06:10 PM,73
2022484408,4/26/2016 7:06:13 PM,73
2022484408,4/26/2016 7:06:14 PM,74
2022484408,4/26/2016 7:06:17 PM,74
2022484408,4/26/2016 7:06:18 PM,74
2022484408,4/26/2016 7:06:19 PM,73
2022484408,4/26/2016 7:06:22 PM,73
2022484408,4/26/2016 7:06:23 PM,74
2022484408,4/26/2016 7:06:24 PM,75
2022484408,4/26/2016 7:06:25 PM,76
2022484408,4/26/2016 7:06:26 PM,77
2022484408,4/26/2016 7:06:27 PM,78
2022484408,4/26/2016 7:06:29 PM,77
2022484408,4/26/2016 7:06:31 PM,77
2022484408,4/26/2016 7:06:34 PM,77
2022484408,4/26/2016 7:06:35 PM,77
2022484408,4/26/2016 7:06:38 PM,77
2022484408,4/26/2016 7:06:39 PM,76
2022484408,4/26/2016 7:06:40 PM,76
2022484408,4/26/2016 7:06:41 PM,77
2022484408,4/26/2016 7:06:43 PM,78
2022484408,4/26/2016 7:06:44 PM,79
2022484408,4/26/2016 7:06:45 PM,80
2022484408,4/26/2016 7:06:46 PM,81
2022484408,4/26/2016 7:06:48 PM,82
2022484408,4/26/2016 7:06:50 PM,83
2022484408,4/26/2016 7:06:52 PM,84
2022484408,4/26/2016 7:06:54 PM,85
2022484408,4/26/2016 7:06:55 PM,86
2022484408,4/26/2016 7:06:57 PM,85
2022484408,4/26/2016 7:06:59 PM,84
2022484408,4/26/2016 7:07:00 PM,84
2022484408,4/26/2016 7:07:02 PM,83
2022484408,4/26/2016 7:07:05 PM,83
2022484408,4/26/2016 7:07:06 PM,82
2022484408,4/26/2016 7:07:07 PM,81
2022484408,4/26/2016 7:07:09 PM,80
2022484408,4/26/2016 7:07:10 PM,79
2022484408,4/26/2016 7:07:12 PM,80
2022484408,4/26/2016 7:07:13 PM,81
2022484408,4/26/2016 7:07:16 PM,81
2022484408,4/26/2016 7:07:19 PM,81
2022484408,4/26/2016 7:07:22 PM,81
2022484408,4/26/2016 7:07:25 PM,81
2022484408,4/26/2016 7:07:28 PM,81
2022484408,4/26/2016 7:07:29 PM,81
2022484408,4/26/2016 7:07:32 PM,81
2022484408,4/26/2016 7:07:35 PM,81
2022484408,4/26/2016 7:07:37 PM,80
2022484408,4/26/2016 7:07:40 PM,80
2022484408,4/26/2016 7:07:43 PM,80
2022484408,4/26/2016 7:07:46 PM,80
2022484408,4/26/2016 7:07:47 PM,81
2022484408,4/26/2016 7:07:49 PM,80
2022484408,4/26/2016 7:07:52 PM,80
2022484408,4/26/2016 7:07:54 PM,79
2022484408,4/26/2016 7:07:57 PM,79
2022484408,4/26/2016 7:07:58 PM,78
2022484408,4/26/2016 7:07:59 PM,78
2022484408,4/26/2016 7:08:02 PM,75
2022484408,4/26/2016 7:08:03 PM,75
2022484408,4/26/2016 7:08:06 PM,75
2022484408,4/26/2016 7:08:09 PM,75
2022484408,4/26/2016 7:08:10 PM,74
2022484408,4/26/2016 7:08:13 PM,74
2022484408,4/26/2016 7:08:16 PM,73
2022484408,4/26/2016 7:08:17 PM,74
2022484408,4/26/2016 7:08:20 PM,74
2022484408,4/26/2016 7:08:23 PM,74
2022484408,4/26/2016 7:08:26 PM,74
2022484408,4/26/2016 7:08:29 PM,74
2022484408,4/26/2016 7:08:30 PM,75
2022484408,4/26/2016 7:08:33 PM,75
2022484408,4/26/2016 7:08:36 PM,75
2022484408,4/26/2016 7:08:39 PM,75
2022484408,4/26/2016 7:08:42 PM,75
2022484408,4/26/2016 7:08:45 PM,75
2022484408,4/26/2016 7:08:48 PM,75
2022484408,4/26/2016 7:08:51 PM,75
2022484408,4/26/2016 7:08:54 PM,75
2022484408,4/26/2016 7:08:57 PM,75
2022484408,4/26/2016 7:09:00 PM,80
2022484408,4/26/2016 7:09:03 PM,80
2022484408,4/26/2016 7:09:05 PM,79
2022484408,4/26/2016 7:09:06 PM,79
2022484408,4/26/2016 7:09:07 PM,79
2022484408,4/26/2016 7:09:10 PM,79
2022484408,4/26/2016 7:09:15 PM,79
2022484408,4/26/2016 7:09:30 PM,75
2022484408,4/26/2016 7:09:40 PM,76
2022484408,4/26/2016 7:09:50 PM,74
2022484408,4/26/2016 7:10:00 PM,76
2022484408,4/26/2016 7:10:10 PM,78
2022484408,4/26/2016 7:10:20 PM,81
2022484408,4/26/2016 7:10:25 PM,80
2022484408,4/26/2016 7:10:30 PM,79
2022484408,4/26/2016 7:10:45 PM,79
2022484408,4/26/2016 7:10:50 PM,78
2022484408,4/26/2016 7:11:05 PM,78
2022484408,4/26/2016 7:11:15 PM,77
2022484408,4/26/2016 7:11:25 PM,76
2022484408,4/26/2016 7:11:30 PM,74
2022484408,4/26/2016 7:11:35 PM,73
2022484408,4/26/2016 7:11:40 PM,72
2022484408,4/26/2016 7:11:55 PM,72
2022484408,4/26/2016 7:12:00 PM,71
2022484408,4/26/2016 7:12:15 PM,71
2022484408,4/26/2016 7:12:20 PM,70
2022484408,4/26/2016 7:12:25 PM,71
2022484408,4/26/2016 7:12:40 PM,71
2022484408,4/26/2016 7:12:45 PM,71
2022484408,4/26/2016 7:12:50 PM,70
2022484408,4/26/2016 7:12:55 PM,69
2022484408,4/26/2016 7:13:05 PM,67
2022484408,4/26/2016 7:13:10 PM,67
2022484408,4/26/2016 7:13:15 PM,67
2022484408,4/26/2016 7:13:25 PM,67
2022484408,4/26/2016 7:13:40 PM,68
2022484408,4/26/2016 7:13:50 PM,69
2022484408,4/26/2016 7:13:55 PM,67
2022484408,4/26/2016 7:14:00 PM,68
2022484408,4/26/2016 7:14:10 PM,70
2022484408,4/26/2016 7:14:20 PM,76
2022484408,4/26/2016 7:14:30 PM,79
2022484408,4/26/2016 7:14:40 PM,79
2022484408,4/26/2016 7:14:55 PM,79
2022484408,4/26/2016 7:15:00 PM,78
2022484408,4/26/2016 7:15:05 PM,79
2022484408,4/26/2016 7:15:20 PM,78
2022484408,4/26/2016 7:15:35 PM,78
2022484408,4/26/2016 7:15:45 PM,78
2022484408,4/26/2016 7:16:00 PM,77
2022484408,4/26/2016 7:16:05 PM,75
2022484408,4/26/2016 7:16:10 PM,76
2022484408,4/26/2016 7:16:15 PM,77
2022484408,4/26/2016 7:16:20 PM,75
2022484408,4/26/2016 7:16:30 PM,77
2022484408,4/26/2016 7:16:40 PM,80
2022484408,4/26/2016 7:16:50 PM,81
2022484408,4/26/2016 7:17:05 PM,81
2022484408,4/26/2016 7:17:20 PM,81
2022484408,4/26/2016 7:17:25 PM,82
2022484408,4/26/2016 7:17:40 PM,83
2022484408,4/26/2016 7:17:45 PM,85
2022484408,4/26/2016 7:18:00 PM,85
2022484408,4/26/2016 7:18:05 PM,82
2022484408,4/26/2016 7:18:10 PM,83
2022484408,4/26/2016 7:18:15 PM,84
2022484408,4/26/2016 7:18:20 PM,82
2022484408,4/26/2016 7:18:25 PM,81
2022484408,4/26/2016 7:18:40 PM,81
2022484408,4/26/2016 7:18:50 PM,82
2022484408,4/26/2016 7:19:05 PM,82
2022484408,4/26/2016 7:19:15 PM,83
2022484408,4/26/2016 7:19:20 PM,89
2022484408,4/26/2016 7:19:25 PM,88
2022484408,4/26/2016 7:19:30 PM,87
2022484408,4/26/2016 7:19:45 PM,87
2022484408,4/26/2016 7:19:50 PM,87
2022484408,4/26/2016 7:19:55 PM,86
2022484408,4/26/2016 7:20:10 PM,86
2022484408,4/26/2016 7:20:25 PM,86
2022484408,4/26/2016 7:20:30 PM,85
2022484408,4/26/2016 7:20:40 PM,87
2022484408,4/26/2016 7:20:45 PM,90
2022484408,4/26/2016 7:21:00 PM,90
2022484408,4/26/2016 7:21:15 PM,87
2022484408,4/26/2016 7:21:20 PM,85
2022484408,4/26/2016 7:21:25 PM,84
2022484408,4/26/2016 7:21:30 PM,86
2022484408,4/26/2016 7:21:45 PM,86
2022484408,4/26/2016 7:21:50 PM,86
2022484408,4/26/2016 7:21:55 PM,85
2022484408,4/26/2016 7:22:00 PM,84
2022484408,4/26/2016 7:22:10 PM,86
2022484408,4/26/2016 7:22:20 PM,88
2022484408,4/26/2016 7:22:25 PM,91
